task_id_list	courier_id	total_score	willingness
T0009,T0025	C007	73.557	0.0846
T0009,T0025	C008	64.617	0.0561
T0009,T0025	C009	78.383	0.0499
T0009,T0025	C010	71.628	0.0755
T0009,T0025	C011	79.585	0.0759
T0009,T0025	C012	78.275	0.1198
T0009,T0025	C013	75.513	0.1437
T0009,T0025	C014	65.490	0.1005
T0009,T0025	C015	82.035	0.0587
T0009,T0025	C016	77.736	0.0550
T0009,T0025	C017	83.256	0.0889
T0009,T0025	C018	77.597	0.0440
T0009,T0025	C019	78.334	0.0619
T0009,T0025	C020	70.371	0.0911
T0009,T0025	C021	89.512	0.0729
T0009,T0025	C022	94.921	0.0427
T0009,T0025	C023	94.198	0.0478
T0009,T0025	C024	78.915	0.0654
T0009,T0025	C025	87.863	0.1167
T0009,T0025	C026	84.108	0.1206
T0009,T0025	C027	73.815	0.0576
T0009,T0025	C028	69.868	0.0904
T0009,T0025	C029	75.792	0.0819
T0009,T0025	C030	70.810	0.0312
T0009,T0025	C031	79.443	0.0804
T0009,T0025	C032	77.651	0.0991
T0009,T0025	C033	64.875	0.0521
T0009,T0025	C034	67.619	0.0889
T0009,T0025	C035	73.831	0.0689
T0009,T0025	C036	68.185	0.1210
T0009,T0025	C037	80.857	0.1161
T0009,T0025	C038	81.277	0.1182
T0009,T0025	C039	86.013	0.0996
T0009,T0025	C040	76.570	0.1154
T0009,T0025	C041	77.593	0.0662
T0009,T0025	C042	77.725	0.0810
T0009,T0025	C043	71.270	0.1186
T0009,T0025	C044	68.177	0.0923
T0009,T0025	C045	70.833	0.1010
T0009,T0025	C046	79.000	0.0826
T0009,T0025	C047	80.054	0.1214
T0009,T0025	C048	80.276	0.0540
T0009,T0025	C049	75.343	0.0975
T0009,T0025	C050	64.114	0.0942
T0009,T0025	C051	80.609	0.1087
T0009,T0025	C052	74.218	0.0764
T0009,T0025	C053	92.129	0.0369
T0009,T0025	C054	64.903	0.1213
T0009,T0025	C055	79.608	0.1403
T0009,T0025	C056	68.190	0.0863
T0009,T0025	C057	75.908	0.0633
T0009,T0025	C058	80.896	0.0624
T0009,T0025	C059	89.729	0.0717
T0009,T0025	C060	70.052	0.0863
T0009,T0025	C061	79.825	0.0859
T0009,T0025	C062	68.871	0.0954
T0009,T0025	C063	79.330	0.0816
T0009,T0025	C064	80.772	0.0621
T0009,T0025	C065	81.291	0.0619
T0009,T0025	C066	80.108	0.0968
T0009,T0025	C067	71.620	0.0993
T0009,T0025	C068	79.289	0.0325
T0009,T0025	C069	91.932	0.0924
T0009,T0026	C000	62.185	0.0995
T0009,T0026	C001	82.575	0.1121
T0009,T0026	C002	61.386	0.1141
T0009,T0026	C003	86.260	0.0564
T0009,T0026	C004	66.812	0.0967
T0009,T0026	C005	71.525	0.0967
T0009,T0026	C006	66.375	0.0751
T0009,T0026	C007	70.403	0.1245
T0009,T0026	C008	77.835	0.0378
T0009,T0026	C009	71.422	0.1075
T0009,T0026	C010	69.977	0.1060
T0009,T0026	C011	59.880	0.0837
T0009,T0026	C012	76.879	0.1228
T0009,T0026	C013	68.725	0.0581
T0009,T0026	C014	72.549	0.0851
T0009,T0026	C015	71.588	0.0998
T0009,T0026	C016	62.008	0.0684
T0009,T0026	C017	74.557	0.0666
T0009,T0026	C018	64.830	0.0957
T0009,T0026	C019	72.344	0.1112
T0009,T0026	C020	67.495	0.1008
T0009,T0026	C021	58.754	0.0958
T0009,T0026	C022	61.584	0.1159
T0009,T0026	C023	76.881	0.0755
T0009,T0026	C024	75.215	0.1047
T0009,T0026	C025	77.303	0.1337
T0009,T0026	C026	72.427	0.0653
T0009,T0026	C027	54.527	0.0940
T0009,T0026	C028	73.793	0.1283
T0009,T0026	C029	67.128	0.0818
T0009,T0026	C030	49.886	0.0755
T0009,T0026	C031	69.611	0.0997
T0009,T0026	C032	65.965	0.1285
T0009,T0026	C033	63.432	0.0540
T0009,T0026	C034	59.840	0.0959
T0009,T0026	C035	82.223	0.0870
T0009,T0026	C036	69.392	0.0766
T0009,T0026	C037	57.294	0.1284
T0009,T0026	C038	78.337	0.0642
T0009,T0026	C039	64.108	0.0740
T0009,T0026	C040	63.559	0.0981
T0009,T0026	C041	74.553	0.1245
T0009,T0026	C042	72.078	0.0872
T0009,T0026	C043	59.565	0.0879
T0009,T0026	C044	63.682	0.1152
T0009,T0026	C045	63.131	0.0948
T0009,T0026	C046	71.193	0.0862
T0009,T0026	C047	69.745	0.1160
T0009,T0026	C048	54.961	0.0773
T0009,T0026	C049	81.279	0.0730
T0009,T0026	C050	67.107	0.1079
T0009,T0026	C051	64.213	0.1263
T0009,T0026	C052	67.062	0.0604
T0009,T0026	C053	59.827	0.0535
T0009,T0026	C054	76.931	0.1026
T0009,T0026	C055	57.710	0.1325
T0009,T0026	C056	67.424	0.0873
T0009,T0026	C057	79.122	0.1101
T0009,T0026	C058	75.949	0.0489
T0009,T0026	C059	63.497	0.0808
T0009,T0026	C060	72.909	0.1119
T0009,T0026	C061	69.341	0.1365
T0009,T0026	C062	76.727	0.0750
T0009,T0026	C063	78.501	0.1208
T0009,T0026	C064	69.431	0.1153
T0009,T0026	C065	68.451	0.0503
T0009,T0026	C066	86.336	0.0570
T0009,T0026	C067	52.952	0.1162
T0009,T0026	C068	67.442	0.0760
T0009,T0026	C069	80.361	0.1173
T0009,T0027	C000	87.087	0.0781
T0009,T0027	C001	73.526	0.0754
T0009,T0027	C002	64.690	0.1110
T0009,T0027	C003	74.895	0.0545
T0009,T0027	C004	65.874	0.0867
T0009,T0027	C005	78.648	0.0964
T0009,T0027	C006	84.912	0.0311
T0009,T0027	C007	76.077	0.0713
T0009,T0027	C008	71.999	0.0581
T0009,T0027	C009	72.436	0.0537
T0009,T0027	C010	76.617	0.0926
T0009,T0027	C011	66.497	0.1041
T0009,T0027	C012	68.397	0.1112
T0009,T0027	C013	71.262	0.1003
T0009,T0027	C014	59.626	0.0664
T0009,T0027	C015	75.964	0.1166
T0009,T0027	C016	66.207	0.0699
T0009,T0027	C017	74.184	0.0584
T0009,T0027	C018	71.539	0.0887
T0009,T0027	C019	71.927	0.0426
T0009,T0027	C020	85.756	0.0779
T0009,T0027	C021	76.343	0.0633
T0009,T0027	C022	73.842	0.1378
T0009,T0027	C023	82.746	0.1150
T0009,T0027	C024	77.546	0.0471
T0009,T0027	C025	74.156	0.1040
T0009,T0027	C026	81.148	0.1090
T0009,T0027	C027	71.486	0.0684
T0009,T0027	C028	76.676	0.0498
T0009,T0027	C029	70.647	0.0984
T0009,T0027	C030	72.945	0.0991
T0009,T0027	C031	78.678	0.0978
T0009,T0027	C032	88.867	0.0733
T0009,T0027	C033	86.482	0.0679
T0009,T0027	C034	74.323	0.0563
T0009,T0027	C035	76.712	0.1091
T0009,T0027	C036	70.683	0.0512
T0009,T0027	C037	60.834	0.0495
T0009,T0027	C038	72.562	0.0561
T0009,T0027	C039	69.334	0.0665
T0009,T0027	C040	64.863	0.0360
T0009,T0027	C041	87.620	0.0877
T0009,T0027	C042	76.158	0.1006
T0009,T0027	C043	81.873	0.1377
T0009,T0027	C044	71.772	0.1055
T0009,T0027	C045	75.550	0.0400
T0009,T0027	C046	82.127	0.0923
T0009,T0027	C047	69.987	0.1119
T0009,T0027	C048	81.371	0.0732
T0009,T0027	C049	70.565	0.0833
T0009,T0027	C050	77.119	0.0684
T0009,T0027	C051	87.629	0.1023
T0009,T0027	C052	74.127	0.0511
T0009,T0027	C053	75.737	0.0541
T0009,T0027	C054	84.317	0.1000
T0009,T0027	C055	73.181	0.0773
T0009,T0027	C056	82.426	0.1106
T0009,T0027	C057	81.138	0.0954
T0009,T0027	C058	66.966	0.0833
T0009,T0027	C059	91.677	0.0952
T0009,T0027	C060	77.607	0.1136
T0009,T0027	C061	74.436	0.0451
T0009,T0027	C062	56.315	0.0528
T0009,T0027	C063	76.989	0.0673
T0009,T0027	C064	68.975	0.0643
T0009,T0027	C065	90.148	0.1192
T0009,T0027	C066	70.856	0.1238
T0009,T0027	C067	79.385	0.0871
T0009,T0027	C068	81.288	0.0619
T0009,T0027	C069	73.179	0.1087
T0009,T0028	C000	55.763	0.0644
T0009,T0028	C001	61.075	0.1025
T0009,T0028	C002	68.019	0.1448
T0009,T0028	C003	49.376	0.0966
T0009,T0028	C004	65.606	0.0947
T0009,T0028	C005	51.866	0.1193
T0009,T0028	C006	61.701	0.0771
T0009,T0028	C007	59.096	0.0782
T0009,T0028	C008	68.065	0.0726
T0009,T0028	C009	59.766	0.1210
T0009,T0028	C010	40.241	0.0500
T0009,T0028	C011	56.987	0.1147
T0009,T0028	C012	62.724	0.0962
T0009,T0028	C013	60.393	0.1201
T0009,T0028	C014	64.257	0.0659
T0009,T0028	C015	60.377	0.1095
T0009,T0028	C016	71.090	0.1313
T0009,T0028	C017	66.037	0.0796
T0009,T0028	C018	54.878	0.0666
T0009,T0028	C019	51.434	0.0930
T0009,T0028	C020	60.788	0.1158
T0009,T0028	C021	65.793	0.1022
T0009,T0028	C022	66.761	0.1186
T0009,T0028	C023	62.610	0.0582
T0009,T0028	C024	62.860	0.0437
T0009,T0028	C025	60.915	0.1130
T0009,T0028	C026	57.524	0.0903
T0009,T0028	C027	49.413	0.1177
T0009,T0028	C028	51.028	0.1439
T0009,T0028	C029	60.552	0.1086
T0009,T0028	C030	52.280	0.0447
T0009,T0028	C031	59.604	0.0799
T0009,T0028	C032	68.440	0.1202
T0009,T0028	C033	46.419	0.0969
T0009,T0028	C034	44.042	0.1362
T0009,T0028	C035	64.055	0.0986
T0009,T0028	C036	62.944	0.0315
T0009,T0028	C037	63.027	0.1321
T0009,T0028	C038	66.292	0.0744
T0009,T0028	C039	56.997	0.0949
T0009,T0028	C040	50.882	0.0786
T0009,T0028	C041	55.861	0.0603
T0009,T0028	C042	49.355	0.0883
T0009,T0028	C043	43.785	0.1271
T0009,T0028	C044	64.173	0.0825
T0009,T0028	C045	74.392	0.1043
T0009,T0028	C046	61.319	0.0656
T0009,T0028	C047	74.611	0.0756
T0009,T0028	C048	47.888	0.0957
T0009,T0028	C049	54.776	0.1302
T0009,T0028	C050	60.696	0.1286
T0009,T0028	C051	43.864	0.1109
T0009,T0028	C052	63.695	0.0666
T0009,T0028	C053	86.082	0.0984
T0009,T0028	C054	54.239	0.1157
T0009,T0028	C055	61.438	0.0836
T0009,T0028	C056	59.678	0.0592
T0009,T0028	C057	62.093	0.1050
T0009,T0028	C058	52.026	0.0543
T0009,T0028	C059	50.502	0.1386
T0009,T0028	C060	57.337	0.0856
T0009,T0028	C061	70.185	0.0504
T0009,T0028	C062	45.202	0.1081
T0009,T0028	C063	60.369	0.0687
T0009,T0028	C064	72.165	0.0786
T0009,T0028	C065	65.982	0.1169
T0009,T0028	C066	57.048	0.0805
T0009,T0028	C067	62.701	0.0865
T0009,T0028	C068	61.148	0.0687
T0009,T0028	C069	60.964	0.1230
T0009,T0029	C000	68.692	0.0835
T0009,T0029	C001	53.465	0.1122
T0009,T0029	C002	64.210	0.0834
T0009,T0029	C003	67.271	0.0407
T0009,T0029	C004	75.380	0.1164
T0009,T0029	C005	67.706	0.0515
T0009,T0029	C006	73.941	0.0605
T0009,T0029	C007	70.479	0.1386
T0009,T0029	C008	69.760	0.0976
T0009,T0029	C009	73.646	0.0953
T0009,T0029	C010	66.845	0.1340
T0009,T0029	C011	65.177	0.1224
T0009,T0029	C012	79.428	0.0677
T0009,T0029	C013	59.364	0.0412
T0009,T0029	C014	66.849	0.0451
T0009,T0029	C015	80.345	0.0700
T0009,T0029	C016	66.648	0.1058
T0009,T0029	C017	76.691	0.0894
T0009,T0029	C018	47.804	0.0441
T0009,T0029	C019	69.375	0.0614
T0009,T0029	C020	66.693	0.0696
T0009,T0029	C021	63.304	0.0588
T0009,T0029	C022	48.886	0.0904
T0009,T0029	C023	82.681	0.0648
T0009,T0029	C024	78.381	0.0980
T0009,T0029	C025	80.722	0.0511
T0009,T0029	C026	80.272	0.0497
T0009,T0029	C027	75.971	0.1205
T0009,T0029	C028	60.347	0.1053
T0009,T0029	C029	57.382	0.0986
T0009,T0029	C030	71.348	0.0547
T0009,T0029	C031	58.348	0.0981
T0009,T0029	C032	74.800	0.0600
T0009,T0029	C033	65.926	0.0365
T0009,T0029	C034	69.913	0.0663
T0009,T0029	C035	61.540	0.0754
T0009,T0029	C036	60.382	0.1112
T0009,T0029	C037	58.108	0.1265
T0009,T0029	C038	77.669	0.0782
T0009,T0029	C039	67.157	0.1148
T0009,T0029	C040	74.966	0.0872
T0009,T0029	C041	69.103	0.0976
T0009,T0029	C042	67.398	0.1016
T0009,T0029	C043	58.061	0.1213
T0009,T0029	C044	57.118	0.1021
T0009,T0029	C045	57.821	0.1063
T0009,T0029	C046	70.855	0.1252
T0009,T0029	C047	68.692	0.1498
T0009,T0029	C048	68.276	0.0772
T0009,T0029	C049	64.034	0.1057
T0009,T0029	C050	77.702	0.0873
T0009,T0029	C051	56.385	0.1301
T0009,T0029	C052	74.321	0.0753
T0009,T0029	C053	64.061	0.0801
T0009,T0029	C054	67.358	0.1192
T0009,T0029	C055	65.090	0.0916
T0009,T0029	C056	65.511	0.0711
T0009,T0029	C057	72.434	0.1486
T0009,T0029	C058	76.399	0.0755
T0009,T0029	C059	76.171	0.0689
T0009,T0029	C060	59.435	0.1058
T0009,T0029	C061	69.825	0.1195
T0009,T0029	C062	79.054	0.0671
T0009,T0029	C063	80.982	0.0934
T0009,T0029	C064	74.652	0.0366
T0009,T0029	C065	66.068	0.0826
T0009,T0029	C066	87.351	0.0879
T0009,T0029	C067	62.020	0.0562
T0009,T0029	C068	67.162	0.0576
T0009,T0029	C069	66.163	0.1213
T0010,T0011	C000	123.180	0.0370
T0010,T0011	C001	101.986	0.0707
T0010,T0011	C002	114.917	0.0527
T0010,T0011	C003	110.545	0.0617
T0010,T0011	C004	121.017	0.0923
T0010,T0011	C005	116.058	0.0481
T0010,T0011	C006	118.071	0.0438
T0010,T0011	C007	119.891	0.0712
T0010,T0011	C008	100.473	0.0573
T0010,T0011	C009	118.661	0.0501
T0010,T0011	C010	113.504	0.0652
T0010,T0011	C011	114.680	0.1144
T0010,T0011	C012	104.995	0.0797
T0010,T0011	C013	118.447	0.0288
T0010,T0011	C014	108.964	0.1086
T0010,T0011	C015	118.765	0.0551
T0010,T0011	C016	108.332	0.0780
T0010,T0011	C017	117.054	0.0588
T0010,T0011	C018	112.446	0.0544
T0010,T0011	C019	123.044	0.0387
T0010,T0011	C020	114.670	0.0913
T0010,T0011	C021	122.105	0.0529
T0010,T0011	C022	115.007	0.0779
T0010,T0011	C023	127.982	0.0392
T0010,T0011	C024	125.715	0.0611
T0010,T0011	C025	122.745	0.1006
T0010,T0011	C026	119.690	0.0489
T0010,T0011	C027	96.004	0.0502
T0010,T0011	C028	110.605	0.0889
T0010,T0011	C029	110.946	0.0527
T0010,T0011	C030	100.508	0.0850
T0010,T0011	C031	106.939	0.0759
T0010,T0011	C032	104.867	0.0822
T0010,T0011	C033	107.217	0.0290
T0010,T0011	C034	107.966	0.0445
T0010,T0011	C035	122.451	0.0397
T0010,T0011	C036	108.050	0.0299
T0010,T0011	C037	112.669	0.0795
T0010,T0011	C038	100.873	0.0581
T0010,T0011	C039	109.006	0.0496
T0010,T0011	C040	109.413	0.0544
T0010,T0011	C041	109.063	0.0666
T0010,T0011	C042	111.396	0.0303
T0010,T0011	C043	113.999	0.0740
T0010,T0011	C044	114.384	0.0295
T0010,T0011	C045	107.484	0.0976
T0010,T0011	C046	134.556	0.0665
T0010,T0011	C047	111.000	0.0462
T0010,T0011	C048	115.117	0.0555
T0010,T0011	C049	132.783	0.0354
T0010,T0011	C050	101.746	0.0601
T0010,T0011	C051	116.202	0.0713
T0010,T0011	C052	122.000	0.0287
T0010,T0011	C053	134.827	0.0390
T0010,T0011	C054	115.470	0.1100
T0010,T0011	C055	125.919	0.0805
T0010,T0011	C056	99.871	0.1093
T0010,T0011	C057	115.426	0.0871
T0010,T0011	C058	114.129	0.0647
T0010,T0011	C059	122.511	0.0367
T0010,T0011	C060	111.798	0.1121
T0010,T0011	C061	100.672	0.1004
T0010,T0011	C062	108.548	0.0479
T0010,T0011	C063	141.159	0.1002
T0010,T0011	C064	117.281	0.0571
T0010,T0011	C065	111.640	0.0499
T0010,T0011	C066	128.364	0.0936
T0010,T0011	C067	106.869	0.0866
T0010,T0011	C068	111.575	0.0629
T0010,T0011	C069	94.659	0.0388
T0010,T0012	C000	88.009	0.0627
T0010,T0012	C001	69.121	0.0927
T0010,T0012	C002	93.678	0.0626
T0010,T0012	C003	97.950	0.0506
T0010,T0012	C004	92.744	0.0966
T0010,T0012	C005	100.677	0.0732
T0010,T0012	C006	93.344	0.0840
T0010,T0012	C007	84.648	0.0947
T0010,T0012	C008	83.434	0.0664
T0010,T0012	C009	82.498	0.0939
T0010,T0012	C010	83.396	0.0829
T0010,T0012	C011	86.262	0.1369
T0010,T0012	C012	94.129	0.0820
T0010,T0012	C013	92.742	0.0375
T0010,T0012	C014	73.077	0.0929
T0010,T0012	C015	94.797	0.0605
T0010,T0012	C016	94.217	0.0880
T0010,T0012	C017	91.023	0.0782
T0010,T0012	C018	91.361	0.0414
T0010,T0012	C019	88.268	0.0600
T0010,T0012	C020	94.274	0.1038
T0010,T0012	C021	90.308	0.1149
T0010,T0012	C022	102.024	0.0615
T0010,T0012	C023	94.078	0.0881
T0010,T0012	C024	88.736	0.0425
T0010,T0012	C025	92.415	0.1128
T0010,T0012	C026	102.443	0.0794
T0010,T0012	C027	89.970	0.0900
T0010,T0012	C028	90.567	0.1180
T0010,T0012	C029	107.936	0.0280
T0010,T0012	C030	91.599	0.0456
T0010,T0012	C031	80.637	0.1049
T0010,T0012	C032	99.120	0.0618
T0010,T0012	C033	89.065	0.0820
T0010,T0012	C034	83.402	0.0802
T0010,T0012	C035	90.842	0.0742
T0010,T0012	C036	88.719	0.0679
T0010,T0012	C037	84.982	0.1091
T0010,T0012	C038	86.958	0.0849
T0010,T0012	C039	91.636	0.0634
T0010,T0012	C040	83.350	0.0901
T0010,T0012	C041	97.760	0.0808
T0010,T0012	C042	88.409	0.0599
T0010,T0012	C043	78.789	0.0914
T0010,T0012	C044	91.989	0.0965
T0010,T0012	C045	76.232	0.0512
T0010,T0012	C046	90.547	0.0949
T0010,T0012	C047	95.580	0.0950
T0010,T0012	C048	91.745	0.0847
T0010,T0012	C049	82.306	0.0759
T0010,T0012	C050	81.242	0.0530
T0010,T0012	C051	88.052	0.1057
T0010,T0012	C052	91.826	0.0461
T0010,T0012	C053	95.585	0.1016
T0010,T0012	C054	80.131	0.0743
T0010,T0012	C055	80.116	0.1170
T0010,T0012	C056	87.107	0.0789
T0010,T0012	C057	93.525	0.0798
T0010,T0012	C058	88.616	0.0769
T0010,T0012	C059	102.571	0.0542
T0010,T0012	C060	105.135	0.0909
T0010,T0012	C061	109.329	0.0825
T0010,T0012	C062	94.397	0.1133
T0010,T0012	C063	80.607	0.1081
T0010,T0012	C064	108.687	0.0847
T0010,T0012	C065	105.942	0.0692
T0010,T0012	C066	84.085	0.0840
T0010,T0012	C067	89.644	0.0784
T0010,T0012	C068	89.135	0.0614
T0010,T0012	C069	81.865	0.0731
T0010,T0013	C000	85.263	0.0758
T0010,T0013	C001	86.510	0.1231
T0010,T0013	C002	91.001	0.0726
T0010,T0013	C003	79.709	0.0413
T0010,T0013	C004	94.937	0.0427
T0010,T0013	C005	79.279	0.1106
T0010,T0013	C006	86.110	0.0757
T0010,T0013	C007	82.096	0.0980
T0010,T0013	C008	98.753	0.0778
T0010,T0013	C009	83.096	0.0809
T0010,T0013	C010	80.047	0.1060
T0010,T0013	C011	88.875	0.0781
T0010,T0013	C012	88.326	0.0668
T0010,T0013	C013	79.611	0.0585
T0010,T0013	C014	92.933	0.0875
T0010,T0013	C015	89.180	0.0825
T0010,T0013	C016	96.692	0.0589
T0010,T0013	C017	88.029	0.0989
T0010,T0013	C018	78.184	0.0461
T0010,T0013	C019	77.949	0.0451
T0010,T0013	C020	89.431	0.0751
T0010,T0013	C021	87.684	0.0541
T0010,T0013	C022	97.986	0.0689
T0010,T0013	C023	90.897	0.0837
T0010,T0013	C024	89.886	0.1026
T0010,T0013	C025	81.399	0.1128
T0010,T0013	C026	96.311	0.0870
T0010,T0013	C027	86.188	0.0564
T0010,T0013	C028	72.946	0.0749
T0010,T0013	C029	84.019	0.1193
T0010,T0013	C030	90.266	0.0481
T0010,T0013	C031	95.057	0.0742
T0010,T0013	C032	72.477	0.0935
T0010,T0013	C033	86.802	0.0666
T0010,T0013	C034	84.317	0.0969
T0010,T0013	C035	85.599	0.0748
T0010,T0013	C036	80.932	0.1302
T0010,T0013	C037	60.449	0.0925
T0010,T0013	C038	89.478	0.0994
T0010,T0013	C039	96.031	0.0520
T0010,T0013	C040	88.078	0.0496
T0010,T0013	C041	100.742	0.0414
T0010,T0013	C042	92.125	0.0852
T0010,T0013	C043	84.577	0.0756
T0010,T0013	C044	81.236	0.1375
T0010,T0013	C045	94.029	0.0889
T0010,T0013	C046	76.643	0.0851
T0010,T0013	C047	90.376	0.0861
T0010,T0013	C048	77.266	0.0663
T0010,T0013	C049	82.451	0.1113
T0010,T0013	C050	78.201	0.0788
T0010,T0013	C051	76.513	0.0787
T0010,T0013	C052	84.139	0.0358
T0010,T0013	C053	104.543	0.0559
T0010,T0013	C054	81.363	0.0895
T0010,T0013	C055	77.648	0.0961
T0010,T0013	C056	80.129	0.1076
T0010,T0013	C057	99.453	0.0612
T0010,T0013	C058	69.752	0.0569
T0010,T0013	C059	93.000	0.0635
T0010,T0013	C060	87.255	0.1040
T0010,T0013	C061	98.776	0.1189
T0010,T0013	C062	95.667	0.1314
T0010,T0013	C063	85.110	0.1019
T0010,T0013	C064	80.852	0.0966
T0010,T0013	C065	93.079	0.0719
T0010,T0013	C066	94.511	0.0955
T0010,T0013	C067	90.347	0.0669
T0010,T0013	C068	86.847	0.0388
T0010,T0013	C069	92.263	0.0471
T0010,T0014	C000	107.752	0.0698
T0010,T0014	C001	89.301	0.0870
T0010,T0014	C002	94.899	0.1133
T0010,T0014	C003	90.436	0.0293
T0010,T0014	C004	100.062	0.0807
T0010,T0014	C005	81.533	0.0725
T0010,T0014	C006	90.599	0.0320
T0010,T0014	C007	100.145	0.0703
T0010,T0014	C008	104.417	0.0551
T0010,T0014	C009	101.211	0.0501
T0010,T0014	C010	94.896	0.0343
T0010,T0014	C011	98.531	0.0447
T0010,T0014	C012	103.044	0.0575
T0010,T0014	C013	96.056	0.0926
T0010,T0014	C014	92.504	0.0722
T0010,T0014	C015	101.700	0.0967
T0010,T0014	C016	104.581	0.1007
T0010,T0014	C017	103.042	0.0467
T0010,T0014	C018	105.147	0.0228
T0010,T0014	C019	98.483	0.0293
T0010,T0014	C020	89.890	0.0781
T0010,T0014	C021	100.625	0.0905
T0010,T0014	C022	109.971	0.0672
T0010,T0014	C023	107.005	0.0393
T0010,T0014	C024	98.825	0.0817
T0010,T0014	C025	98.185	0.0867
T0010,T0014	C026	106.867	0.0557
T0010,T0014	C027	94.303	0.0522
T0010,T0014	C028	98.348	0.0873
T0010,T0014	C029	101.559	0.0313
T0010,T0014	C030	100.078	0.0802
T0010,T0014	C031	90.351	0.0434
T0010,T0014	C032	104.589	0.1287
T0010,T0014	C033	103.577	0.0623
T0010,T0014	C034	91.530	0.1186
T0010,T0014	C035	114.762	0.0886
T0010,T0014	C036	106.449	0.0321
T0010,T0014	C037	100.398	0.1176
T0010,T0014	C038	112.528	0.0776
T0010,T0014	C039	91.386	0.0433
T0010,T0014	C040	93.493	0.0739
T0010,T0014	C041	104.470	0.0824
T0010,T0014	C042	100.702	0.0773
T0010,T0014	C043	104.288	0.0949
T0010,T0014	C044	93.734	0.0967
T0010,T0014	C045	107.249	0.1184
T0010,T0014	C046	106.795	0.0720
T0010,T0014	C047	108.849	0.0758
T0010,T0014	C048	101.667	0.0399
T0010,T0014	C049	107.380	0.0848
T0010,T0014	C050	90.800	0.0741
T0010,T0014	C051	104.954	0.0433
T0010,T0014	C052	99.135	0.1037
T0010,T0014	C053	110.273	0.0857
T0010,T0014	C054	93.141	0.1396
T0010,T0014	C055	92.413	0.0683
T0010,T0014	C056	107.517	0.0359
T0010,T0014	C057	106.494	0.0658
T0010,T0014	C058	102.005	0.0648
T0010,T0014	C059	113.289	0.0722
T0010,T0014	C060	104.319	0.0892
T0010,T0014	C061	115.015	0.0917
T0010,T0014	C062	104.613	0.1179
T0010,T0014	C063	107.036	0.1087
T0010,T0014	C064	94.755	0.1095
T0010,T0014	C065	103.834	0.0711
T0010,T0014	C066	102.386	0.0587
T0010,T0014	C067	117.992	0.0873
T0010,T0014	C068	116.117	0.0296
T0010,T0014	C069	112.517	0.0711
T0010,T0015	C000	101.929	0.0945
T0010,T0015	C001	89.373	0.0324
T0010,T0015	C002	96.897	0.0671
T0010,T0015	C003	94.442	0.0633
T0010,T0015	C004	98.496	0.0339
T0010,T0015	C005	89.461	0.0858
T0010,T0015	C006	114.092	0.0489
T0010,T0015	C007	105.539	0.0850
T0010,T0015	C008	93.224	0.1019
T0010,T0015	C009	94.127	0.0798
T0010,T0015	C010	86.259	0.0804
T0010,T0015	C011	97.307	0.0802
T0010,T0015	C012	103.527	0.0419
T0010,T0015	C013	98.537	0.0851
T0010,T0015	C014	87.860	0.0821
T0010,T0015	C015	106.353	0.0956
T0010,T0015	C016	93.643	0.0956
T0010,T0015	C017	97.873	0.0566
T0010,T0015	C018	102.715	0.0439
T0010,T0015	C019	96.826	0.0618
T0010,T0015	C020	94.185	0.0649
T0010,T0015	C021	106.072	0.0647
T0010,T0015	C022	93.692	0.0683
T0010,T0015	C023	101.144	0.0365
T0010,T0015	C024	110.604	0.0691
T0010,T0015	C025	108.749	0.0966
T0010,T0015	C026	99.806	0.0761
T0010,T0015	C027	91.877	0.0650
T0010,T0015	C028	93.720	0.0766
T0010,T0015	C029	96.733	0.0774
T0010,T0015	C030	91.098	0.0714
T0010,T0015	C031	94.594	0.0558
T0010,T0015	C032	88.772	0.0764
T0010,T0015	C033	99.606	0.0679
T0010,T0015	C034	93.665	0.1429
T0010,T0015	C035	100.076	0.0537
T0010,T0015	C036	87.155	0.1065
T0010,T0015	C037	88.245	0.0715
T0010,T0015	C038	96.864	0.0882
T0010,T0015	C039	102.460	0.0723
T0010,T0015	C040	104.725	0.0529
T0010,T0015	C041	94.976	0.0700
T0010,T0015	C042	96.097	0.0926
T0010,T0015	C043	93.028	0.1106
T0010,T0015	C044	96.987	0.0325
T0010,T0015	C045	89.032	0.0902
T0010,T0015	C046	87.359	0.0647
T0010,T0015	C047	106.298	0.0823
T0010,T0015	C048	109.917	0.0706
T0010,T0015	C049	117.985	0.0794
T0010,T0015	C050	98.521	0.0747
T0010,T0015	C051	95.184	0.0665
T0010,T0015	C052	96.084	0.0438
T0010,T0015	C053	104.515	0.0530
T0010,T0015	C054	90.932	0.1299
T0010,T0015	C055	104.620	0.1092
T0010,T0015	C056	92.714	0.0958
T0010,T0015	C057	106.360	0.0611
T0010,T0015	C058	98.997	0.0840
T0010,T0015	C059	104.261	0.1042
T0010,T0015	C060	96.032	0.0726
T0010,T0015	C061	100.472	0.1222
T0010,T0015	C062	88.955	0.0697
T0010,T0015	C063	98.172	0.0521
T0010,T0015	C064	104.777	0.0743
T0010,T0015	C065	89.906	0.0672
T0010,T0015	C066	99.595	0.0394
T0010,T0015	C067	92.036	0.0850
T0010,T0015	C068	90.576	0.0869
T0010,T0015	C069	89.413	0.0765
T0010,T0016	C000	80.636	0.1062
T0010,T0016	C001	65.916	0.0923
T0010,T0016	C002	85.265	0.0621
T0010,T0016	C003	77.626	0.0828
T0010,T0016	C004	77.172	0.1094
T0010,T0016	C005	74.433	0.1185
